#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-03-31T19:04:16 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5abfdb1b1d11f	
#INFO	-out.max=unlimited	
#INFO	queryParameters=15	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_Glon,_Glat
#-nav=cat:B/ocl&tab:{B/ocl/clusters}&key:source=B/ocl/clusters&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=B/ocl/clusters
#-order=I
#-out=Cluster
#-out=RAJ2000
#-out=DEJ2000
#-out=Dist
#-out=Age
#

#RESOURCE=yCat_102022
#Name: B/ocl
#Title: Optically visible open clusters and Candidates (Dias+ 2002-2015)
#Coosys	G:	galactic
#Table	B_ocl_clusters:
#Name: B/ocl/clusters
#Title: The Catalogue Data File (V3.5)
#Column	_Glon	(F7.3)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lon]
#Column	_Glat	(F7.3)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=pos.galactic.lat]
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A8)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(I5)	[25/15000]? Distance from WEBDA [NULL integer written as an empty string]	[ucd=pos.distance;pos.heliocentric]
#Column	Age	(F6.3)	[6/10.1]? Age (in log t)	[ucd=time.age]
_Glon	_Glat	Cluster	RAJ2000	DEJ2000	Dist	Age
088.069	 +0.110	SAI 141          	21 03 47	+46 58 50	 4940	 8.600
088.243	 +0.266	Teutsch 156      	21 03 47	+47 12 54	 3930	 8.950
086.154	 -1.697	FSR 0270         	21 04 11	+44 20 57	 1758	 8.255
084.265	 -3.877	NGC 7024         	21 06 09	+41 29 18	 1760	 8.700
091.336	 +2.303	NGC 7031         	21 07 12	+50 52 30	  900	 8.138
090.055	 +0.927	FSR 0288         	21 08 08	+49 00 07	 1734	 8.470
064.544	-21.443	NGC 7036         	21 10 02	+15 31 00	 1000	 9.500
088.295	 -1.246	Basel 12         	21 10 30	+46 14 00	 1466	 8.500
081.960	 -7.171	Dolidze 45       	21 10 46	+37 34 28	 2928	 8.935
087.879	 -1.705	NGC 7039         	21 10 48	+45 37 00	  951	 7.820
091.313	 +1.493	SAI 143          	21 10 51	+50 18 31	 6520	 9.250
090.020	 +0.281	Berkeley 91      	21 10 52	+48 32 12	 4100	 9.350
079.133	 -9.761	NGC 7037         	21 10 54	+33 45 48	 1760	 8.700
092.931	 +2.797	Kronberger 80    	21 11 50	+52 22 48	 1355	 8.850
082.885	 -6.654	ASCC 113         	21 12 00	+38 36 00	  450	 8.140
089.576	 -0.419	IC 1369          	21 12 06	+47 44 00	 2083	 8.640
088.750	 -1.244	Basel 13         	21 12 18	+46 34 00	 1236	 8.800
093.094	 +2.846	FSR 0302         	21 12 20	+52 31 58	     	
085.890	 -4.150	NGC 7044         	21 13 09	+42 29 42	 3326	 9.100
088.719	 -1.499	Majaess 211      	21 13 15	+46 22 09	     	
090.820	 -0.105	Basel 15         	21 15 54	+48 51 00	 1355	 8.500
093.027	 +1.798	Berkeley 55      	21 16 58	+51 45 32	 3981	 7.700
085.991	 -5.221	Berkeley 56      	21 17 42	+41 49 36	12100	 9.600
097.449	 +5.597	NGC 7055         	21 19 30	+57 34 12	 1275	 8.900
088.589	 -3.591	Basel 14         	21 21 18	+44 49 00	  964	 8.300
345.827	-43.901	ESO 236 07       	21 21 28	-51 48 42	 2933	 9.750
092.743	 +0.463	Teutsch 144      	21 21 45	+50 37 08	 2280	 8.900
092.899	 +0.590	NGC 7058         	21 21 53	+50 49 06	  404	 8.350
092.321	 -0.162	FSR 0295         	21 22 38	+49 52 39	 1230	 8.800
089.959	 -2.748	NGC 7062         	21 23 27	+46 22 42	 1910	 8.850
092.499	 -0.276	FSR 0296         	21 23 55	+49 55 19	 2400	 8.938
083.058	 -9.883	NGC 7063         	21 24 21	+36 29 12	  689	 7.977
091.216	 -1.695	NGC 7067         	21 24 23	+48 00 36	 3600	 8.000
093.559	 +0.671	FSR 0304         	21 24 31	+51 20 22	 1423	 8.785
097.926	 +5.070	Berkeley 92      	21 24 47	+57 32 00	 8630	 9.500
095.267	 +2.070	Kronberger 81    	21 26 09	+53 31 58	 7500	 8.600
091.426	 -2.024	NGC 7071         	21 26 39	+47 55 12	 1684	 8.480
095.593	 +2.056	FSR 0314         	21 27 48	+53 44 57	 1710	 8.140
094.200	 +0.472	FSR 0306         	21 28 22	+51 38 31	 2328	 7.500
091.199	 -2.905	NGC 7082         	21 29 17	+47 07 36	 1442	 8.233
092.561	 -1.646	Platais 1        	21 30 02	+48 58 36	 1268	 8.244
094.407	 +0.220	NGC 7086         	21 30 27	+51 36 00	 1298	 8.142
092.403	 -2.242	NGC 7092         	21 31 48	+48 26 00	  326	 8.445
069.963	-24.302	NGC 7084         	21 32 33	+17 30 30	  765	 9.180
096.122	 +1.579	FSR 0317         	21 32 37	+53 45 48	 1934	 8.800
094.254	 -0.775	FSR 0307         	21 34 03	+50 45 59	 1500	 9.150
091.043	 -4.348	NGC 7093         	21 34 21	+45 57 54	 1785	 8.950
094.453	 -0.744	FSR 0312         	21 34 51	+50 55 26	 2700	 8.660
096.376	 +1.240	FSR 0320         	21 35 26	+53 41 08	 4724	 8.850
096.272	 +1.103	Kronberger 84    	21 35 32	+53 30 49	 1075	 8.780
096.542	 +1.265	FSR 0324         	21 36 09	+53 48 53	 4499	 9.000
096.752	 +1.083	FSR 0326         	21 38 02	+53 49 10	 8435	 8.700
099.312	 +3.734	Trumpler 37      	21 39 06	+57 30 00	  835	 7.054
097.071	 +1.002	ASCC 114         	21 40 01	+53 58 12	  550	 7.750
096.071	 -0.333	FSR 0316         	21 40 52	+52 18 25	 1940	 8.915
105.404	 +9.885	NGC 7129         	21 42 59	+66 06 48	 1070	 8.080
096.484	 -0.392	FSR 0323         	21 43 10	+52 31 57	 6699	 8.950
095.587	 -1.548	Barkhatova 2     	21 43 38	+51 04 17	 1676	 6.850
097.907	 +1.150	NGC 7127         	21 43 41	+54 37 48	 1445	 8.600
097.342	 +0.429	NGC 7128         	21 43 57	+53 42 54	 2307	 7.254
105.347	 +9.485	NGC 7142         	21 45 09	+65 46 30	 2100	 9.550
100.364	 +3.597	Teutsch 74       	21 45 44	+58 05 03	 2650	 9.050
098.709	 +1.544	FSR 0334         	21 46 10	+55 26 56	 2201	 9.310
096.161	 -1.589	FSR 0319         	21 46 36	+51 24 42	 1680	 8.600
098.488	 +1.063	FSR 0333         	21 47 09	+54 56 20	 6001	 8.895
096.467	 -2.102	FSR 0322         	21 50 12	+51 12 40	 1867	 9.250
096.629	 -2.023	FSR 0325         	21 50 41	+51 22 29	 1800	 8.450
099.092	 +0.964	FSR 0336         	21 50 51	+55 14 47	 1116	 9.100
099.242	 +0.949	FSR 0338         	21 51 44	+55 19 46	14655	 8.100
094.383	 -5.495	IC 5146          	21 53 24	+47 16 00	  852	 6.000
104.012	 +6.457	NGC 7160         	21 53 40	+62 36 12	  789	 7.278
105.072	 +7.318	Berkeley 93      	21 56 12	+63 56 00	 5600	 8.000
097.451	 -2.543	ASCC 115         	21 56 53	+51 28 48	  600	 8.590
099.494	 -0.318	ASCC 116         	21 58 34	+54 29 24	 5000	 7.030
099.717	 -0.075	NGC 7175         	21 58 46	+54 49 06	 1930	 8.400
070.094	-34.279	NGC 7193         	22 03 03	+10 48 06	 1080	 9.650
104.849	 +5.394	ASCC 117         	22 04 59	+62 16 12	 1200	 6.670
095.496	 -7.339	NGC 7209         	22 05 07	+46 29 00	 1168	 8.617
099.644	 -1.832	FSR 0341         	22 05 33	+53 22 06	 6000	 9.000
110.898	+13.084	Collinder 471    	22 07 06	+72 00 00	 2003	 6.880
099.762	 -2.213	FSR 0342         	22 07 41	+53 07 45	 2088	 8.850
104.451	 +4.148	Alessi Teutsch 5 	22 08 27	+61 01 42	  900	 7.020
103.345	 +2.208	FSR 0358         	22 10 14	+58 48 29	 2578	 9.300
101.405	 -0.596	NGC 7226         	22 10 26	+55 23 54	 2616	 8.436
099.942	 -2.710	IC 1434          	22 10 34	+52 49 40	 2600	 8.900
104.152	 +3.229	FSR 0364         	22 10 48	+60 06 22	 3399	 9.150
102.812	 +1.228	FSR 0354         	22 11 12	+57 41 58	 1169	 8.000
102.701	 +0.782	NGC 7235         	22 12 25	+57 16 12	 3330	 6.900
112.063	+13.906	vdBergh 150      	22 12 48	+73 20 00	 3990	 8.800
110.272	+11.364	vdBergh 152      	22 13 30	+70 15 00	 1964	 9.295
101.975	 -0.600	Teutsch 126      	22 13 46	+55 43 12	 1740	 8.600
098.857	 -5.524	NGC 7243         	22 15 08	+49 53 54	  808	 8.058
101.368	 -1.852	NGC 7245         	22 15 11	+54 20 36	 3467	 8.650
101.438	 -1.831	King 9           	22 15 30	+54 24 00	 7900	 9.500
104.718	 +2.834	Kumar 21         	22 16 20	+60 06 06	 2500	 7.680
101.363	 -2.203	IC 1442          	22 16 30	+54 03 00	 2346	 6.982
105.152	 +3.409	FSR 0369         	22 16 39	+60 49 14	 4427	 9.100
103.091	 -0.082	FSR 0356         	22 18 21	+56 46 22	 2200	 9.100
104.359	 +1.766	FSR 0366         	22 18 39	+59 00 50	 5610	 8.715
106.724	 +5.305	Pismis Moreno 1  	22 18 48	+63 16 00	  800	 7.400
102.783	 -0.701	SBB 2            	22 18 57	+56 05 11	 3600	 6.700
102.809	 -0.674	Teutsch 127      	22 19 00	+56 07 25	 3600	 6.700
097.732	 -8.387	ASCC 119         	22 19 12	+46 54 00	 1000	 8.830
104.034	 +0.921	NGC 7261         	22 20 07	+58 07 41	 2830	 8.200
103.095	 -1.185	Berkeley 94      	22 22 42	+55 51 00	 2630	 6.996
103.583	 -0.598	SBB 4            	22 23 24	+56 36 27	 2270	 6.700
105.742	 +2.541	Teutsch 53       	22 24 32	+60 24 49	 5502	 8.850
104.445	 +0.288	NGC 7281         	22 25 18	+57 49 00	 1620	 7.860
101.883	 -4.588	NGC 7296         	22 28 01	+52 19 22	 2450	 8.450
105.471	 +1.203	Berkeley 95      	22 28 18	+59 08 00	 3343	 7.650
106.821	 +3.308	Teutsch 76       	22 28 46	+61 37 58	 4150	 7.000
103.710	 -2.099	Berkeley 96      	22 29 49	+55 23 47	 3180	 7.600
104.736	 -0.600	ASCC 120         	22 30 36	+57 12 36	 2500	 7.080
103.564	 -2.591	ASCC 121         	22 30 43	+54 54 00	 2500	 7.730
103.102	 -3.415	FSR 0357         	22 30 54	+53 57 23	 2500	 8.835
104.179	 -2.212	FSR 0365         	22 33 04	+55 32 22	 3864	 8.905
095.911	-15.902	ASCC 122         	22 33 14	+39 36 36	  700	 6.980
105.781	 +0.055	FSR 0377         	22 34 52	+58 18 16	 2300	 7.700
095.465	-17.814	Teutsch 39       	22 36 29	+37 45 23	  810	 7.300
106.643	 +0.364	Berkeley 97      	22 39 28	+58 59 51	 2410	 8.400
105.896	 -1.054	NGC 7352         	22 39 43	+57 23 42	 2550	 7.700
107.124	 +1.147	Czernik 42       	22 39 48	+59 54 54	 2585	 7.000
106.637	 -0.392	FSR 0381         	22 42 13	+58 19 52	 3392	 8.980
106.958	 +0.117	FSR 0385         	22 42 32	+58 55 53	 1726	 8.850
104.746	 -3.999	ASCC 123         	22 42 36	+54 15 36	  250	 8.410
103.856	 -5.648	Berkeley 98      	22 42 38	+52 23 16	 3739	 9.400
107.141	 -0.884	NGC 7380         	22 47 21	+58 07 54	 2222	 7.077
107.898	 +0.574	Teutsch 54       	22 47 23	+59 46 30	 2890	 8.950
101.735	-11.483	Alessi 37        	22 48 08	+46 15 06	  600	 8.480
108.216	 +0.593	Majaess 215      	22 49 34	+59 56 09	     	
104.794	 -6.422	NGC 7394         	22 50 23	+52 08 06	 1310	 8.780
106.750	 -2.953	FSR 0384         	22 51 40	+56 06 34	 4799	 8.925
107.762	 -1.017	King 18          	22 52 01	+58 17 36	 3010	 8.100
109.617	 +2.360	FSR 0404         	22 53 26	+62 08 31	 5763	 8.400
109.861	 +2.764	FSR 0406         	22 53 48	+62 36 43	 7001	 9.000
109.134	 +1.120	NGC 7419         	22 54 20	+60 48 54	 2300	 7.150
108.481	 -0.396	King 10          	22 54 54	+59 10 00	 3379	 7.446
107.613	 -2.275	NGC 7423         	22 55 08	+57 05 48	 4150	 9.150
108.317	 -0.807	FSR 0394         	22 55 08	+58 43 30	 4739	 9.200
108.955	 +0.272	NGC 7429         	22 56 00	+59 58 24	 1190	 7.600
110.178	 +2.765	ASCC 125         	22 56 17	+62 45 00	 1500	 7.010
106.710	 -4.901	NGC 7438         	22 57 22	+54 20 18	 1000	 8.800
109.402	 -0.232	FSR 0401         	23 00 55	+59 42 18	 3208	 8.600
110.728	 +2.669	FSR 0413         	23 01 00	+62 53 38	 1800	 8.250
110.858	 +2.749	FSR 0414         	23 01 45	+63 01 14	  831	 8.790
110.930	 +2.763	FSR 0416         	23 02 17	+63 03 46	  700	 7.850
109.993	 -0.086	Reiland 1        	23 04 45	+60 04 40	 1664	 9.000
110.204	 +0.014	Kronberger 23    	23 05 59	+60 15 14	 3065	 8.000
106.586	 -8.454	ASCC 126         	23 06 18	+51 03 00	  800	 7.260
110.693	 +0.470	Pfleiderer 3     	23 08 12	+60 51 54	 4570	 9.000
110.570	 +0.144	King 19          	23 08 18	+60 31 00	 1967	 8.557
112.260	 +4.135	ASCC 127         	23 08 24	+64 51 00	  350	 7.820
110.903	 +0.064	NGC 7510         	23 11 03	+60 34 12	 3480	 7.350
110.969	 -0.749	FSR 0417         	23 13 59	+59 50 24	 2329	 8.830
111.572	 +0.565	FSR 0425         	23 14 38	+61 17 01	 2644	 8.700
111.468	 +0.140	FSR 0422         	23 15 07	+60 50 59	 1200	 8.664
111.350	 -0.225	Markarian 50     	23 15 18	+60 28 00	 2114	 7.095
111.611	 +0.368	FSR 0426         	23 15 32	+61 06 51	     	
109.935	 -5.963	ASCC 128         	23 20 35	+54 36 00	  900	 8.440
115.952	+10.106	Berkeley 99      	23 21 36	+71 45 00	 4900	 9.500
112.819	 +0.434	NGC 7654         	23 24 48	+61 35 36	 1400	 8.200
112.841	 +0.134	Czernik 43       	23 25 48	+61 19 00	 2510	 7.600
113.660	 +2.458	Berkeley 100     	23 25 58	+63 46 48	 3775	 8.050
111.229	 -5.365	Alessi J2327+55  	23 27 41	+55 35 30	 1000	 8.690
113.994	 +2.032	FSR 0442         	23 30 02	+63 28 55	 1252	 9.000
113.003	 -1.037	FSR 0436         	23 30 06	+60 15 27	     	
109.513	-11.608	NGC 7686         	23 30 07	+49 08 00	 1534	 9.300
113.015	 -1.040	Skiff J2330+60.2 	23 30 12	+60 15 30	 1859	 8.900
112.985	 -1.527	FSR 0435         	23 31 10	+59 47 08	  805	 8.350
114.504	 +2.631	Berkeley 101     	23 32 47	+64 12 30	 2693	 8.750
111.900	 -5.697	Stock 11         	23 32 54	+55 29 00	 1600	 9.086
112.841	 -2.865	King 20          	23 33 15	+58 28 00	 1900	 8.300
113.908	 +0.452	Czernik 44       	23 33 30	+61 57 00	 3450	 8.200
111.512	 -8.655	Stock 12         	23 36 20	+52 32 36	  480	 8.400
117.399	+10.788	NGC 7708         	23 36 30	+72 51 00	 1607	 9.300
110.566	-12.535	Aveni Hunter 1   	23 37 47	+48 33 36	  500	 8.260
114.025	 -1.047	SAI 149          	23 38 02	+60 32 57	 2370	 8.200
113.013	 -4.831	Berkeley 102     	23 38 42	+56 38 00	 9638	 9.500
114.611	 +0.219	Majaess 225      	23 39 48	+61 55 41	     	
113.982	 -3.110	FSR 0441         	23 42 09	+58 33 09	 1998	 8.650
114.302	 -2.643	FSR 0443         	23 43 35	+59 05 14	 1250	 8.802
115.123	 +0.319	Stock 17         	23 43 47	+62 09 37	 2144	 6.775
114.557	 -2.490	Berkeley 103     	23 45 12	+59 18 00	 7379	 8.950
115.197	 -0.985	FSR 0448         	23 47 09	+60 55 03	 2012	 8.550
115.106	 -1.426	Majaess 227      	23 47 19	+60 28 03	     	
115.785	 +1.241	Negueruela 1     	23 47 20	+63 13 12	 2800	 6.980
115.795	 +1.245	FSR 0453         	23 47 25	+63 13 35	     	
117.163	 +6.477	King 11          	23 47 48	+68 38 00	 2892	 9.048
115.792	 +1.002	Teutsch 23       	23 47 55	+62 59 23	 2680	 7.000
108.884	-24.933	Alessi 22        	23 48 07	+36 12 18	     	
115.946	 +0.683	King 21          	23 49 54	+62 43 00	 2103	 7.163
115.968	 +0.270	Pfleiderer 4     	23 50 55	+62 19 15	 7900	 9.800
115.667	 -1.173	FSR 0451         	23 51 16	+60 50 50	 1732	 8.700
102.739	-44.273	NGC 7772         	23 51 46	+16 14 48	 1500	 9.170
116.208	 +0.336	ASCC 130         	23 52 48	+62 26 24	 3400	 7.030
116.121	 -0.151	King 12          	23 53 01	+61 56 45	 2490	 7.850
116.325	 +0.665	Kronberger 55    	23 53 09	+62 47 12	 1260	 8.600
116.206	 -0.354	Harvard 21       	23 54 06	+61 46 00	 1937	 8.250
117.050	 +2.310	Czernik 45       	23 56 18	+64 33 00	 2530	 7.300
116.421	 -0.776	NGC 7788         	23 56 38	+61 24 02	 2750	 8.200
117.315	 +3.137	FSR 0469         	23 57 06	+65 24 52	     	
115.532	 -5.385	NGC 7789         	23 57 24	+56 42 30	 1795	 9.150
116.559	 -0.568	Frolov 1         	23 57 24	+61 38 00	 2000	 7.588
116.589	 -1.009	NGC 7790         	23 58 24	+61 12 30	 2944	 7.749
116.376	 -2.163	NGC 7795         	23 58 37	+60 02 06	 2105	 8.650
116.575	 -1.533	FSR 0460         	23 59 10	+60 41 31	 5875	 8.705
118.127	 +5.644	NGC 7762         	23 59 56	+68 02 03	  780	 9.300
